nodo,tipo,dimension,grado_centralidad,intermediacion
Q3915441,target,N/A,0.007434944237918215,0.0
Q3915557,target,N/A,0.007434944237918215,0.0
Q7260479,target,N/A,0.007434944237918215,0.0
Q12953838,target,N/A,0.007434944237918215,0.0
Q12953837,target,N/A,0.007434944237918215,0.0
Q15342275,target,N/A,0.007434944237918215,0.0
Q1321,target,N/A,0.0037174721189591076,0.0
Q5218,target,N/A,0.0037174721189591076,0.0
Q35147,target,N/A,0.007434944237918215,0.0
Q35145,target,N/A,0.007434944237918215,0.0
Q72256,target,N/A,0.0037174721189591076,0.0
Q642843,target,N/A,0.0037174721189591076,0.0
Q966883,target,N/A,0.0037174721189591076,0.0
Q967031,target,N/A,0.0037174721189591076,0.0
Q1526037,target,N/A,0.0037174721189591076,0.0
Q1526525,target,N/A,0.0037174721189591076,0.0
Q1526530,target,N/A,0.0037174721189591076,0.0
Q1579560,target,N/A,0.0037174721189591076,0.0
Q1815205,target,N/A,0.0037174721189591076,0.0
Q1957508,target,N/A,0.0037174721189591076,0.0
Q1957612,target,N/A,0.0037174721189591076,0.0
Q2155119,target,N/A,0.0037174721189591076,0.0
Q2375468,target,N/A,0.0037174721189591076,0.0
Q2475442,target,N/A,0.0037174721189591076,0.0
Q2591221,target,N/A,0.0037174721189591076,0.0
Q2591230,target,N/A,0.0037174721189591076,0.0
Q2591243,target,N/A,0.0037174721189591076,0.0
Q2640935,target,N/A,0.0037174721189591076,0.0
Q2669150,target,N/A,0.0037174721189591076,0.0
Q2669184,target,N/A,0.0037174721189591076,0.0
Q2671988,target,N/A,0.0037174721189591076,0.0
Q2823170,target,N/A,0.0037174721189591076,0.0
Q2846171,target,N/A,0.0037174721189591076,0.0
Q2871740,target,N/A,0.0037174721189591076,0.0
Q2933175,target,N/A,0.0037174721189591076,0.0
Q2937196,target,N/A,0.0037174721189591076,0.0
Q2980381,target,N/A,0.0037174721189591076,0.0
Q2981620,target,N/A,0.0037174721189591076,0.0
Q3026110,target,N/A,0.0037174721189591076,0.0
Q3052971,target,N/A,0.0037174721189591076,0.0
Q3088540,target,N/A,0.0037174721189591076,0.0
Q3121032,target,N/A,0.0037174721189591076,0.0
Q3135164,target,N/A,0.0037174721189591076,0.0
Q3135432,target,N/A,0.0037174721189591076,0.0
Q3141869,target,N/A,0.0037174721189591076,0.0
Q3182567,target,N/A,0.0037174721189591076,0.0
Q3182577,target,N/A,0.0037174721189591076,0.0
Q3327405,target,N/A,0.0037174721189591076,0.0
Q3331203,target,N/A,0.0037174721189591076,0.0
Q3342992,target,N/A,0.0037174721189591076,0.0
Q3355834,target,N/A,0.0037174721189591076,0.0
Q3409318,target,N/A,0.0037174721189591076,0.0
Q3446596,target,N/A,0.0037174721189591076,0.0
Q3450481,target,N/A,0.0037174721189591076,0.0
Q3450504,target,N/A,0.0037174721189591076,0.0
Q3450601,target,N/A,0.0037174721189591076,0.0
Q3477218,target,N/A,0.0037174721189591076,0.0
Q3501825,target,N/A,0.0037174721189591076,0.0
Q3501858,target,N/A,0.0037174721189591076,0.0
Q3501868,target,N/A,0.0037174721189591076,0.0
Q3508036,target,N/A,0.0037174721189591076,0.0
Q3915508,target,N/A,0.0037174721189591076,0.0
Q3915654,target,N/A,0.0037174721189591076,0.0
Q5359560,target,N/A,0.0037174721189591076,0.0
Q6094343,target,N/A,0.0037174721189591076,0.0
Q7190661,target,N/A,0.0037174721189591076,0.0
Q7451029,target,N/A,0.0037174721189591076,0.0
Q12953831,target,N/A,0.0037174721189591076,0.0
Q12953835,target,N/A,0.0037174721189591076,0.0
Q12953839,target,N/A,0.0037174721189591076,0.0
Q12953843,target,N/A,0.0037174721189591076,0.0
Q12953840,target,N/A,0.0037174721189591076,0.0
Q12953841,target,N/A,0.0037174721189591076,0.0
Q12953844,target,N/A,0.0037174721189591076,0.0
Q12953848,target,N/A,0.0037174721189591076,0.0
Q12953881,target,N/A,0.0037174721189591076,0.0
Q15338035,target,N/A,0.0037174721189591076,0.0
Q20526610,target,N/A,0.0037174721189591076,0.0
Q25559675,target,N/A,0.0037174721189591076,0.0
Q25559676,target,N/A,0.0037174721189591076,0.0
Q25559677,target,N/A,0.0037174721189591076,0.0
Q6173448,target,N/A,0.007434944237918215,0.0
Q7112412,target,N/A,0.0037174721189591076,0.0
Q8607449,target,N/A,0.0037174721189591076,0.0
Q511629,target,N/A,0.0037174721189591076,0.0
Q1185963,target,N/A,0.0037174721189591076,0.0
Q2868,target,N/A,0.0037174721189591076,0.0
Q106474688,target,N/A,0.0037174721189591076,0.0
Q3624078,target,Identidad,0.0037174721189591076,0.0
Q204656,target,N/A,0.0037174721189591076,0.0
Q4627,target,N/A,0.0037174721189591076,0.0
Q736,target,N/A,0.0037174721189591076,0.0
Q199821,target,N/A,0.0037174721189591076,0.0
Q205068,target,N/A,0.0037174721189591076,0.0
Q205104,target,N/A,0.0037174721189591076,0.0
Q205112,target,N/A,0.0037174721189591076,0.0
Q207424,target,N/A,0.0037174721189591076,0.0
Q207973,target,N/A,0.0037174721189591076,0.0
Q208185,target,N/A,0.0037174721189591076,0.0
Q210896,target,N/A,0.0037174721189591076,0.0
Q200938,target,N/A,0.0037174721189591076,0.0
Q201162,target,N/A,0.0037174721189591076,0.0
Q205057,intermediate,Geográfica,0.08178438661710037,0.0003051656217055984
Q205078,target,N/A,0.0037174721189591076,0.0
Q205089,target,N/A,0.0037174721189591076,0.0
Q205126,target,N/A,0.0037174721189591076,0.0
Q207413,target,N/A,0.0037174721189591076,0.0
Q208182,target,N/A,0.0037174721189591076,0.0
Q208183,target,N/A,0.0037174721189591076,0.0
Q208186,target,N/A,0.0037174721189591076,0.0
Q209597,target,N/A,0.0037174721189591076,0.0
Q210061,target,N/A,0.0037174721189591076,0.0
Q211208,target,N/A,0.0037174721189591076,0.0
Q211795,target,N/A,0.0037174721189591076,0.0
Q211793,target,N/A,0.0037174721189591076,0.0
Q215221,target,N/A,0.0037174721189591076,0.0
Q505220,target,N/A,0.0037174721189591076,0.0
Q2634400,target,N/A,0.0037174721189591076,0.0
Q7251405,target,N/A,0.0037174721189591076,0.0
Q160255,target,N/A,0.0037174721189591076,0.0
Q4359289,target,N/A,0.0037174721189591076,0.0
Q1357543,target,N/A,0.0037174721189591076,0.0
Q3649429,target,N/A,0.0037174721189591076,0.0
Q2842477,target,N/A,0.0037174721189591076,0.0
Q12585,target,Cultural,0.0037174721189591076,0.0
Q110319947,intermediate,N/A,0.018587360594795536,5.548465849192698e-05
Q4435332,target,Cultural,0.0037174721189591076,0.0
Q84036549,target,Cultural,0.0037174721189591076,0.0
Q25755314,intermediate,N/A,0.011152416356877323,2.774232924596349e-05
Q1415232,target,Cultural,0.0037174721189591076,0.0
Q1065,target,N/A,0.0037174721189591076,0.0
Q4230,target,N/A,0.0037174721189591076,0.0
Q7817,target,N/A,0.0037174721189591076,0.0
Q7825,target,N/A,0.0037174721189591076,0.0
Q8475,target,N/A,0.0037174721189591076,0.0
Q17495,target,N/A,0.0037174721189591076,0.0
Q403,target,N/A,0.0037174721189591076,0.0
Q408,target,N/A,0.0037174721189591076,0.0
Q414,target,N/A,0.0037174721189591076,0.0
Q423,target,N/A,0.0037174721189591076,0.0
Q733,target,N/A,0.0037174721189591076,0.0
Q801,target,N/A,0.0037174721189591076,0.0
Q833,target,N/A,0.0037174721189591076,0.0
Q865,target,N/A,0.0037174721189591076,0.0
Q17,target,N/A,0.0037174721189591076,0.0
Q30,target,N/A,0.0037174721189591076,0.0
Q28,target,N/A,0.0037174721189591076,0.0
Q29,target,N/A,0.0037174721189591076,0.0
Q34,target,N/A,0.0037174721189591076,0.0
Q38,target,N/A,0.0037174721189591076,0.0
Q41,target,N/A,0.0037174721189591076,0.0
Q77,target,N/A,0.0037174721189591076,0.0
Q96,target,N/A,0.0037174721189591076,0.0
Q142,target,N/A,0.0037174721189591076,0.0
Q145,target,N/A,0.0037174721189591076,0.0
Q148,target,N/A,0.0037174721189591076,0.0
Q159,target,N/A,0.0037174721189591076,0.0
Q183,target,N/A,0.0037174721189591076,0.0
Q241,target,N/A,0.0037174721189591076,0.0
Q252,target,N/A,0.0037174721189591076,0.0
Q777794,target,N/A,0.0037174721189591076,0.0
Q200538,intermediate,Identidad,0.02973977695167286,9.016257004938134e-05
Q7216597,target,N/A,0.0037174721189591076,0.0
Q7215033,target,N/A,0.0037174721189591076,0.0
Q106727050,target,N/A,0.0037174721189591076,0.0
Q130472892,target,N/A,0.0037174721189591076,0.0
Q130476514,target,N/A,0.0037174721189591076,0.0
Q230880,target,N/A,0.0037174721189591076,0.0
Q577407,target,N/A,0.0037174721189591076,0.0
Q17414829,target,N/A,0.0037174721189591076,0.0
Q25648807,target,N/A,0.0037174721189591076,0.0
Q25648856,target,N/A,0.0037174721189591076,0.0
Q25559686,target,N/A,0.0037174721189591076,0.0
Q25559688,target,N/A,0.0037174721189591076,0.0
Q25559692,target,N/A,0.0037174721189591076,0.0
Q25559706,target,N/A,0.0037174721189591076,0.0
Q42305075,target,N/A,0.0037174721189591076,0.0
Q42308366,target,N/A,0.0037174721189591076,0.0
Q63308389,target,N/A,0.0037174721189591076,0.0
Q33317,target,N/A,0.0037174721189591076,0.0
Q33443,target,N/A,0.0037174721189591076,0.0
Q33663,target,N/A,0.0037174721189591076,0.0
Q35112,target,N/A,0.0037174721189591076,0.0
Q35128,target,N/A,0.0037174721189591076,0.0
Q35138,target,N/A,0.0037174721189591076,0.0
Q35492,target,N/A,0.0037174721189591076,0.0
Q35519,target,N/A,0.0037174721189591076,0.0
Q35880,target,N/A,0.0037174721189591076,0.0
Q36331,target,N/A,0.0037174721189591076,0.0
Q36960,target,N/A,0.0037174721189591076,0.0
Q36964,target,N/A,0.0037174721189591076,0.0
Q56333,target,N/A,0.0037174721189591076,0.0
Q108109790,target,N/A,0.0037174721189591076,0.0
Q115997919,target,N/A,0.0037174721189591076,0.0
Q618779,target,Identidad,0.0037174721189591076,0.0
Q116056897,target,Identidad,0.0037174721189591076,0.0
Q112898263,intermediate,N/A,0.007434944237918215,1.3871164622981745e-05
Q16695773,target,Identidad,0.0037174721189591076,0.0
Q108586636,target,Identidad,0.0037174721189591076,0.0
Q861184,target,Identidad,0.0037174721189591076,0.0
Q60754876,target,Identidad,0.0037174721189591076,0.0
Q5582862,target,N/A,0.0037174721189591076,0.0
